href;firstName;lastName;rank_score;rank_score
9014c02eff8b3d62;Carlos;Ulberg;480.64;194
36541f1e6c5d4955;Viviane;Araujo;465.32;195
7dda2cf308f24a02;Virna;Jandiroba;453.32;196
45f0cc9d18f35137;Chris;Gutierrez;447.27;197
50db8711c70196cd;Ovince;Saint Preux;446.48;198
093e1f5bb73850be;Anthony;Hernandez;431.41;199
da0995f19b749cfa;Mark;Madsen;426.1;200
98c23cb6da5b3352;Aleksei;Oleinik;424.41;201
c1085e1701b13eca;Joe;Pyfer;412.1;202
29af297d9f1de0f8;Damon;Jackson;407.04;203
f1d64ae34e088832;Charles;Jourdain;406.8;204
1788eee370f077b7;Blagoy;Ivanov;405.46;205
fd55393021a8c255;Gunnar;Nelson;402.55;206
b08012bbe542592a;Tatiana;Suarez;397.29;207
2f6a993c7f547c13;Sergey;Morozov;382.75;208
0d65c432720accb9;Michal;Oleksiejczuk;370.63;209
b1d19449397541dc;Askar;Askarov;366.12;210
d747eb273a40a920;Claudio;Puelles;366.01;211
260bd4cef10b033f;Ihor;Potieria;364.02;212
a93f94c923c3a9cb;Christian Leroy;Duncan;362.47;213
4dcfb28c011c11b2;Wellington;Turman;359.06;214
9d83f6da776ff7d6;Roman;Kopylov;351.87;215
def8166ff24bd237;Brian;Ortega;350.21;216
791c8437b341fba5;Joanderson;Brito;344.71;217
a495f599e787614f;Alonzo;Menifield;336.86;218
8f765fd5775a8873;Rinat;Fakhretdinov;333.14;219
cd2c4d30c6e13b47;Marina;Rodriguez;331.73;220
e872e9a9a902c045;Katlyn;Chookagian;331.33;221
beecb672a279223e;Amanda;Ribas;330.77;222
0112352cb32f5026;Denis;Tiuliulin;329.61;223
16690d100f995f8f;Omari;Akhmedov;327.15;224
8667caa0451d245b;Kennedy;Nzechukwu;320.24;225
35673bf5204524ee;Bo;Nickal;316.99;226
fc169c387b4b465d;Raquel;Pennington;304.69;227
97cf1a2c7c5e7889;Steve;Garcia;304.5;228
492b202d2064e7a9;Fabricio;Werdum;303.89;229
8e5d953bdb9ae5e7;Loopy;Godinez;302.9;230
3253b16d38ae087d;Julianna;Pena;280.67;231
87c0b1c696ddfb43;Jonathan;Pearce;278.42;232
d247691a6c0e9034;Cub;Swanson;278.32;233
d6c0cdd7e467c440;Kyle;Daukaus;277.14;234
ca43de99b07b6b40;Josh;Fremd;276.73;235
b07aed698fba8624;Ikram;Aliskerov;270.09;236
ea7e5bc78d9de658;Makhmud;Muradov;267.19;237
8e1f36476ef02a6a;Jennifer;Maia;263.94;238
71171fc96445bf65;Vitor;Petrino;263.53;239
0fd5f4b838e890cc;Said;Nurmagomedov;260.16;240
4148802ae4a50768;Daniel;Zellhuber;255.77;241
0a73acff6325c1e2;Shayilan;Nuerdanbieke;254.67;242
01641ba5df0c69b0;Gabriel;Bonfim;254.39;243
d8da10db80131bec;Niko;Price;252.5;244
82b4e942781b1046;Raulian;Paiva;241.78;245
830f60497fab345a;Jamie;Pickett;233.76;246
92a9aa9c93192871;Darren;Elkins;231.74;247
2e585c701f72fe55;Ian;Heinisch;230.59;248
583ee11abddfc581;Nate;Landwehr;225.82;249
b9706f80d005036c;Ketlen;Vieira;221.6;250
6ac9bc2953c47345;Gerald;Meerschaert;221.03;251
a331233f597090a5;Bryan;Barberena;220.47;252
60425d07ef4b91a7;Kyler;Phillips;218.98;253
82d4c957649faf9b;Miguel;Baeza;214.08;254
511e82663651438d;Michael;Johnson;201.64;255
5987b2458f4b5290;Ricky;Simon;194.79;256
7447e9f28508106a;Mackenzie;Dern;192.0;257
547afe1017e72dbe;Phil;Hawes;187.36;258
af65aa688d13eedf;Joe;Solecki;185.16;259
6370c1c1e12723d5;Marcin;Prachnio;184.05;260
d25240135aee03e5;Tabatha;Ricci;180.55;261
f9f07bb5a43535ed;Carlos;Condit;179.68;262
49d2a08964c5eb11;Nursulton;Ruziboev;178.26;263
cd13728ae1151f46;Ion;Cutelaba;177.67;264
f2688492b9a525a3;Frankie;Edgar;175.87;265
140745cbbcb023ac;Mauricio;Rua;173.59;266
578ef12674df1e6a;Irene;Aldana;172.88;267
1a9480fc288e55d7;Don'Tale;Mayes;171.68;268
32c355b04fc57f3a;Marc;Diakiese;166.82;269
1e719d4b676dc19a;Brunno;Ferreira;164.6;270
68d4a891e5cf2029;Tracy;Cortez;162.85;271
f7467152fd9f18a2;Taila;Santos;160.83;272
f166e93d04a8c274;Diego;Lopes;149.0;273
6e15f63b6c2e2c15;Brandon;Royval;146.58;274
cc7040fe76f0ef91;Devin;Clark;143.17;275
c77a953488e5607d;Vinc;Pichel;141.47;276
262d32ebda89efc4;Natalia;Silva;137.27;277
d3f5d33d61cd00c9;Norma;Dumont;135.93;278
31dbfbe4e7a6727c;Trey;Waters;134.02;279
f626118b6da0e020;Bryan;Battle;130.18;280
2b6fc1c02736833d;Umar;Nurmagomedov;129.07;281
3738e68d2261e60f;Andrei;Arlovski;126.07;282
876f478f796495f7;Josh;Quinlan;122.65;283
9c907996820d2d69;Jimmie;Rivera;120.37;284
850266b3dc4e506e;Daniel;Marcos;116.88;285
a8283a4f415e1eb9;Francisco;Trinaldo;116.17;286
6551c64fbcd1a467;Ariane;Lipski;115.68;287
38c7f72747f4f712;Gillian;Robertson;114.99;288
b8bbdeff718dbb7d;Pat;Sabatini;114.94;289
f29a6350c69f4a33;Miranda;Maverick;113.61;290
04c8b08b16a5b99e;Tanner;Boser;113.56;291
d31cbcdd7d69536d;TJ;Brown;110.21;292
8866c6f509c19089;Ryan;Hall;109.27;293
a9e260472d321361;Jasmine;Jasudavicius;106.75;294
04835018f90b118c;Casey;O'Neill;105.72;295
38c626ca912c7bac;Damir;Hadzovic;102.58;296
b8a85389d115e35a;Jack;Shore;101.56;297
bc711b6dd95c1af6;Mario;Bautista;101.28;298
729d4bd5a6cd0a97;Lauren;Murphy;99.78;299
113df4fde64735c6;Davey;Grant;99.7;300
ab2b4ff41d6ebe0f;Alex;Perez;99.49;301
31123249b0bbf52e;Matt;Brown;96.81;302
05fa626cb33d15b8;Andrea;Lee;96.43;303
48a9a128784d53d1;Elves;Brener;94.4;304
f14f644d41ade29f;Cody;Brundage;94.15;305
9cdd2da1a9104a0b;Macy;Chiasson;88.52;306
f0feeb2192937424;Angela;Hill;86.77;307
1a31ef98efce7a79;Matheus;Nicolau;85.7;308
af9f42e6894047fc;Jamie;Mullarkey;84.04;309
b27a1fcb56a3035a;Trevin;Giles;83.88;310
5f3805dda9661cba;Jason;Witt;83.29;311
9d62c2d8ee151f08;Karine;Silva;82.48;312
950d0ef5c17157c5;Maxim;Grishin;80.95;313
91dac5e69e28d5b5;Pannie;Kianzad;80.56;314
3a314d9fa7c6825d;Douglas;Silva de Andrade;79.93;315
5b86d491d63890c5;Ludovit;Klein;77.71;316
8eb046f83e82bf26;Martin;Buday;77.09;317
fea79f9bc8c68769;Marlon;Moraes;75.53;318
6fd953151d981979;JJ;Aldrich;75.46;319
5fa2974cbd18e05c;John;Castaneda;73.02;320
361d49960a196976;Daniel;Pineda;72.41;321
a78a87d8c2bbb1cb;Julija;Stoliarenko;70.93;322
f9b200db02b488d9;Lando;Vannata;70.92;323
fd406a32a6fb3a29;Chris;Duncan;70.88;324
d4270315cbcf2569;Jacob;Malkoun;70.71;325
634e2fb70bde3fd5;Holly;Holm;70.56;326
7a5e8c94a86f9895;Chris;Barnett;69.45;327
2c9d00968f818270;Hakeem;Dawodu;69.31;328
d7c3816669784109;Karolina;Kowalkiewicz;69.28;329
351c4ec637380ad5;Karol;Rosa;69.12;330
34e516ab361afb1c;Darrick;Minner;68.58;331
cc1a8b4b38b92c6d;Montel;Jackson;67.85;332
a52bc1e62cf0b7c6;Melsik;Baghdasaryan;67.15;333
df1eb4354d18a906;Scott;Holtzman;66.37;334
5da33b8fbfa5ee95;William;Knight;65.72;335
75353550928a7921;Muhammad;Mokaev;65.52;336
d343df8ba11f4c4e;Nina;Nunes;60.36;337
369ea36e450ae62a;Armen;Petrosyan;59.11;338
1e4f273069fb9e85;Fares;Ziam;58.6;339
bd58d34e39b7b12a;Ben;Rothwell;57.64;340
46e0d677f91bacc0;Miles;Johns;56.5;341
0232cabbc30a2372;Adrian;Yanez;55.04;342
b4192a975027aab6;Maryna;Moroz;55.01;343
2975297f505e9447;Jonny;Parsons;54.85;344
eb8d8c2a95cfccb8;Victor;Henry;54.13;345
d317a5e2b3f88c5f;Warlley;Alves;53.94;346
cc8c623cca88f54f;Mayra;Bueno Silva;51.61;347
7f6ed67d3ed3c036;Cody;Durden;51.1;348
2c483cf443f38ece;Vanessa;Demopoulos;49.7;349
6b7c7460855dbbb9;Albert;Duraev;49.51;350
12f91bfa8f1f723b;Joanne;Wood;49.42;351
57b10fca4f9c9a7a;Alex;Oliveira;48.53;352
2f13e4020cea5b38;Raphael;Assuncao;47.81;353
7832f2f62f04178f;Tucker;Lutz;46.74;354
a7897d200692ab64;Kyung Ho;Kang;46.48;355
abcf2cc6efc42031;Iasmin;Lucindo;46.26;356
323d4ca260dfa0ba;Esteban;Ribovics;45.74;357
fc08099550072fe4;Waldo;Cortes-Acosta;43.61;358
d0e1b42d41dab603;Julian;Marquez;42.76;359
da7f113b5ea39c43;Mohammed;Usman;42.38;360
a6cba6bb66c1a8c9;Danny;Roberts;41.86;361
5ec591b78349ba7e;Christian;Rodriguez;41.64;362
51018a31ddf31eb2;Molly;McCann;40.8;363
85073dbd1be65ed9;Greg;Hardy;40.76;364
ff62013d2fce6d13;Nazim;Sadykhov;40.27;365
4c88a1db5a46c6a4;Jai;Herbert;40.17;366
bbab3baf66128ae2;Javid;Basharat;40.0;367
bd532e9a2b93870c;Melissa;Dixon;39.88;368
b67d6bacc68d4c92;Daniel;Santos;39.79;369
bf7ad5628363eec9;Cody;Stamann;39.66;370
c68c68efaa5ca6ef;Chidi;Njokuani;38.96;371
e7bba7ce4d6c7b07;Casey;Kenney;38.89;372
a2ea77e974c5889f;Carlos;Felipe;38.63;373
d8c7c61b176e3994;Cody;Garbrandt;38.56;374
5d1b7e3dd9e11074;Manel;Kape;38.51;375
eb393afdbe3293d5;Ismael;Bonfim;38.45;376
8c57c7b8c3bab0eb;Nicolae;Negumereanu;38.36;377
ec52462a1b41f714;Brett;Johns;38.34;378
aceffa19749c4dc0;Zubaira;Tukhugov;37.93;379
a08ddd04eaffd81d;Mariya;Agapova;37.6;380
40093d1d2d78394e;Charles;Rosa;37.39;381
971246648e162f0d;Chase;Hooper;37.05;382
523fa774700d7d3f;Court;McGee;36.11;383
809bd1a871491508;Terrance;McKinney;35.68;384
50a28b9f8314e008;Saidyokub;Kakhramonov;35.36;385
49ee5024966efc0d;Mounir;Lazzez;34.13;386
de45aaae23dfa392;Christos;Giagos;34.12;387
103e2e33a60683e1;Irina;Alekseeva;34.09;388
45e738622ea2c02c;Timur;Valiev;34.05;389
8adcbd525fab8d9b;Elizeu;Zaleski dos Santos;33.82;390
3920d0cc288f9b0d;Francisco;Prado;33.66;391
c7d7fda69ec410d3;Kamuela;Kirk;33.58;392
294aa73dbf37d281;Bruno;Silva;33.53;393
8d3273573b85be09;Assu;Almabayev;33.07;394
9673a497a9da119a;Polyana;Viana;32.86;395
7be74a12d7352df2;Sara;McMann;32.8;396
74f9448b97bf8bec;Da Woon;Jung;32.37;397
476fe566d2df676e;Modestas;Bukauskas;31.98;398
31ef8b67e13495b3;Tecia;Torres;31.97;399
a3a542074109b347;Luana;Pinheiro;31.84;400
ffe9703408fb5964;David;Onama;30.58;401
a4a80dd7336ffd59;Melissa;Gatto;30.26;402
4c2d90e335e6df19;Alexis;Davis;30.21;403
32ab52e5de93092d;Steve;Erceg;30.15;404
8fd808923cffff82;Andre;Fili;29.95;405
f00ac08ab056af5d;Tagir;Ulanbekov;29.91;406
7af33fc4435017f1;Brady;Hiestand;29.85;407
c96d9178c9ed9e62;Tim;Elliott;29.65;408
36b8f265bcd1b7a4;Abus;Magomedov;29.42;409
3351aa64aa83c4d9;Cory;McKenna;28.94;410
710f0f8c5d5c9d41;Lucas;Almeida;28.83;411
ac7c765882f2c68c;Elise;Reed;28.31;412
