href;firstName;lastName;rank_score;rank_score
67c1d46f4ed16f9e;Matt;Schnell;9.69;391
b27a1fcb56a3035a;Trevin;Giles;9.57;392
a8283a4f415e1eb9;Francisco;Trinaldo;9.55;393
0d5cc0170c1a7e71;Mick;Parkin;9.46;394
7f1bf0c255ec8756;Azat;Maksum;9.45;395
b4ad3a06ee4d660c;Alistair;Overeem;9.33;396
a08ddd04eaffd81d;Mariya;Agapova;9.27;397
253076a23d03dcd0;Allan;Nascimento;9.22;398
3fa97913cfd205d3;Alessandro;Costa;9.1;399
02f8fedc18cbd26c;Emily;Ducote;9.08;400
e94085e821bd81de;Sam;Hughes;9.05;401
9cdd2da1a9104a0b;Macy;Chiasson;8.98;402
31ef8b67e13495b3;Tecia;Torres;8.89;403
f9ab66e67240db7b;Joselyne;Edwards;8.78;404
814e5233e2acf2ee;Charles;Johnson;8.77;405
dc7927cd622676a7;Victor;Altamirano;8.7;406
98c23cb6da5b3352;Aleksei;Oleinik;8.66;407
d6c0cdd7e467c440;Kyle;Daukaus;8.6;408
4682bc59d5f55145;Sean;Woodson;8.6;409
1ae8f3c723aacff4;Ricardo;Ramos;8.54;410
d80ee110748171ac;Mike;Breeden;8.52;411
c77a953488e5607d;Vinc;Pichel;8.51;412
077e3ace32b72be9;CJ;Vergara;8.45;413
523fa774700d7d3f;Court;McGee;8.43;414
e00a3dee329a51f7;Jamall;Emmers;8.34;415
4144798612ef96e5;Edmen;Shahbazyan;8.25;416
4ba8d454f762005d;Zak;Cummings;8.23;417
8fd808923cffff82;Andre;Fili;8.17;418
01b352b6a9074d5c;Chase;Sherman;8.1;419
06e4245d16fc5315;Ailin;Perez;8.07;420
12f91bfa8f1f723b;Joanne;Wood;8.05;421
d8c7c61b176e3994;Cody;Garbrandt;8.04;422
528b071cf3da7c56;Luana;Carolina;8.04;423
36b8f265bcd1b7a4;Abus;Magomedov;8.04;424
d7338bcb141abd2c;Antonina;Shevchenko;7.98;425
f2b3f4ef3f780168;Nora;Cornolle;7.78;426
b7b84ccd221be298;Nasrat;Haqparast;7.72;427
436f970c9ea9169c;Gabriel;Benitez;7.67;428
37098a6e6c27fb66;Vince;Morales;7.56;429
4959f10a62f3fec3;Cheyanne;Vlismas;7.53;430
5b03b61f9d90125e;Morgan;Charriere;7.5;431
b39f7a6c2be17ee8;Charlie;Campbell;7.5;432
83455a9d17f57dae;Rafael;Estevam;7.41;433
50db8711c70196cd;Ovince;Saint Preux;7.41;434
0112352cb32f5026;Denis;Tiuliulin;7.38;435
a57cb948c4c70a47;Isaac;Dulgarian;7.36;436
a3a542074109b347;Luana;Pinheiro;7.36;437
3b0a516d2921e0d6;Batgerel;Danaa;7.23;438
441eacbe20e0e80b;Augusto;Sakai;7.2;439
5078e1dacf9d25f4;Luana;Santos;7.13;440
972c456ff38b2015;Claudio;Ribeiro;7.05;441
92fa1401b7927da3;Jake;Collier;7.01;442
31dbfbe4e7a6727c;Trey;Waters;7.0;443
def8166ff24bd237;Brian;Ortega;6.87;444
876f478f796495f7;Josh;Quinlan;6.86;445
a72a2a769fa5a2be;Anshul;Jubli;6.84;446
87a1dc546b1c5caf;Makwan;Amirkhani;6.83;447
2975297f505e9447;Jonny;Parsons;6.83;448
3d074044a33825e7;Ramiz;Brahimaj;6.83;449
