"fightHref";"eventName";"eventDate";"eventLocation";"winnerHref";"winnerFirstName";"winnerLastName";"loserHref";"loserFirstName";"loserLastName";"result";"weightClass";"method";"methodDetails";"round";"time";"fightDuration";"belt";"fightOfTheNight";"performanceOfTheNight";"koOfTheNight";"submissionOfTheNight"
"1a191251620a84ca";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"9d83f6da776ff7d6";"Roman";"Kopylov";"77d7295d1b22c694";"Alessio";"Di Chirico";"win";"Middleweight";"KO/TKO";"Punches";"3";"69";"669";"0";"0";"0";"0";"0"
"20f316f96c9e4458";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"881bf86d4cba8578";"Nassourdine";"Imavov";"b9437600497350f3";"Joaquin";"Buckley";"win";"Middleweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"398db40015b3c81c";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"e1d40e8782d80bc2";"William";"Gomis";"082eba4cd80f736f";"Jarno";"Errens";"win";"Featherweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"3e2f00991f511607";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"c2299ec916bc7c56";"Benoit";"Saint Denis";"b909a9a9688b5284";"Gabriel";"Miranda";"win";"Lightweight";"KO/TKO";"Punch";"2";"16";"316";"0";"0";"1";"0";"0"
"7bced112f3229b1b";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"b7b84ccd221be298";"Nasrat";"Haqparast";"c21a036b4e012f1c";"John";"Makdessi";"win";"Lightweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"810c9da07970c4a6";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"787bb1f087ccff8a";"Ciryl";"Gane";"c62fbc117d57b943";"Tai";"Tuivasa";"win";"Heavyweight";"KO/TKO";"Punches";"3";"263";"863";"0";"1";"0";"0";"0"
"acc9a109b00a99e1";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"329e403448756217";"Nathaniel";"Wood";"f1d64ae34e088832";"Charles";"Jourdain";"win";"Featherweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"b8ca1acdf3dc2f58";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"e1147d3d2dabe1ce";"Robert";"Whittaker";"7acbb0972e75281a";"Marvin";"Vettori";"win";"Middleweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"ca7fd237c16cec84";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"7debc13b36343605";"Cristian";"Quinonez";"b4537562f88ac582";"Khalid";"Taha";"win";"Bantamweight";"KO/TKO";"Punches";"1";"195";"195";"0";"0";"0";"0";"0"
"ce62a50e97d497f9";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"5e6294b37bbef029";"Stephanie";"Egger";"06e4245d16fc5315";"Ailin";"Perez";"win";"Women's Featherweight";"submission";"Rear Naked Choke";"2";"294";"594";"0";"0";"0";"0";"0"
"cf9035f2fc2e232f";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"36b8f265bcd1b7a4";"Abus";"Magomedov";"71505842fb6455c3";"Dustin";"Stoltzfus";"win";"Middleweight";"KO/TKO";"Punches";"1";"19";"19";"0";"0";"1";"0";"0"
"fd47032108b85cf0";"UFC Fight Night: Gane vs. Tuivasa";"2022-09-03 00:00:00";"Paris, Ile-de-France, France";"1e4f273069fb9e85";"Fares";"Ziam";"b4c57a8c2b773e82";"Michal";"Figlak";"win";"Lightweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"0f2983fe7753403f";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"cd3d7e37ff2d679c";"Ricky";"Turcios";"0c258d1d8e16e5f1";"Kevin";"Natividad";"win";"Bantamweight";"splitDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"110f539523a4b571";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"fc08099550072fe4";"Waldo";"Cortes-Acosta";"01b352b6a9074d5c";"Chase";"Sherman";"win";"Heavyweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"144443d4dbf43990";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"8e1f36476ef02a6a";"Jennifer";"Maia";"b4192a975027aab6";"Maryna";"Moroz";"win";"Women's Flyweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"33719a2d9c69ed17";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"262d32ebda89efc4";"Natalia";"Silva";"59c438c81fbf3ece";"Tereza";"Bleda";"win";"Women's Flyweight";"KO/TKO";"Spinning Back Kick";"3";"87";"687";"0";"0";"1";"0";"0"
"594435375d641f63";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"46e0d677f91bacc0";"Miles";"Johns";"37098a6e6c27fb66";"Vince";"Morales";"win";"Bantamweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"a3696c847ef6c7f9";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"7af33fc4435017f1";"Brady";"Hiestand";"9e92e1ca498d7244";"Fernie";"Garcia";"win";"Bantamweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"b4cfb34e8224fd77";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"814e5233e2acf2ee";"Charles";"Johnson";"55fa6ce3e522c8bb";"Zhalgas";"Zhumagulov";"win";"Flyweight";"splitDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"bd064deb3494b41a";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"2c483cf443f38ece";"Vanessa";"Demopoulos";"37d752ec41ed84bb";"Maria";"Oliveira";"win";"Women's Strawweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"c317f85a8266313e";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"447f9858ae78f921";"Muslim";"Salikhov";"33efaf2d0941cfcf";"Andre";"Fialho";"win";"Welterweight";"KO/TKO";"Kick";"3";"63";"663";"0";"0";"1";"0";"0"
"c33257dd0605c7de";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"8667caa0451d245b";"Kennedy";"Nzechukwu";"cd13728ae1151f46";"Ion";"Cutelaba";"win";"Light Heavyweight";"KO/TKO";"Knee";"2";"62";"362";"0";"0";"1";"0";"0"
"d0c01840c72429c6";"UFC Fight Night: Nzechukwu vs. Cutelaba";"2022-11-19 00:00:00";"Las Vegas, Nevada, USA";"6b453bc35a823c3f";"Jack";"Della Maddalena";"a6cba6bb66c1a8c9";"Danny";"Roberts";"win";"Welterweight";"KO/TKO";"Punches";"1";"204";"204";"0";"0";"1";"0";"0"
"0ac5fc42ba039211";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"48a9a128784d53d1";"Elves";"Brener";"aceffa19749c4dc0";"Zubaira";"Tukhugov";"win";"Lightweight";"splitDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"16dbe70eb7007f17";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"102a8fdf8cbf7467";"Kleydson";"Rodrigues";"51c655162e462ceb";"Shannon";"Ross";"win";"Flyweight";"KO/TKO";"Punches";"1";"59";"59";"0";"0";"0";"0";"0"
"2208b9f471a201d9";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"cbf5e6f231b55443";"Yair";"Rodriguez";"fba03cd6cc28dc41";"Josh";"Emmett";"win";"Featherweight";"submission";"Triangle Choke";"2";"259";"559";"1";"0";"1";"0";"0"
"256894b49303537b";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"275aca31f61ba28c";"Islam";"Makhachev";"e1248941344b3288";"Alexander";"Volkanovski";"win";"Lightweight";"unanimousDecision";NULL;"5";"300";"1500";"1";"1";"0";"0";"0"
"28af78600d6580f1";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"a9da3158dd2c2b5a";"Jack";"Jenkins";"da4628f173337902";"Don";"Shainis";"win";"Featherweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"4f672dd40867d8c6";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"6b453bc35a823c3f";"Jack";"Della Maddalena";"c6aee362c7a7d482";"Randy";"Brown";"win";"Welterweight";"submission";"Rear Naked Choke";"1";"133";"133";"0";"0";"1";"0";"0"
"51a12878b151d67b";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"4e30e4250cb08b61";"Loma";"Lookboonmee";"ac7c765882f2c68c";"Elise";"Reed";"win";"Women's Strawweight";"submission";"Rear Naked Choke";"2";"44";"344";"0";"0";"0";"0";"0"
"5c962ea13cb9b937";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"5095b0920a3602aa";"Blake";"Bilder";"4cd8b03aee1d0138";"Shane";"Young";"win";"Featherweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"8b7bc2af1e15b668";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"6751eacd16bd59bc";"Josh";"Culibao";"a52bc1e62cf0b7c6";"Melsik";"Baghdasaryan";"win";"Featherweight";"submission";"Rear Naked Choke";"2";"122";"422";"0";"0";"0";"0";"0"
"a37a6b6f9551a6e8";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"af9f42e6894047fc";"Jamie";"Mullarkey";"3920d0cc288f9b0d";"Francisco";"Prado";"win";"Lightweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"ca2672e68fedf4b7";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"476fe566d2df676e";"Modestas";"Bukauskas";"49e96ff8ab781589";"Tyson";"Pedro";"win";"Light Heavyweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"da22d5a717ae9e35";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"e13abac8089a801a";"Justin";"Tafa";"ac40f7e3cbecdda4";"Parker";"Porter";"win";"Heavyweight";"KO/TKO";"Punch";"1";"66";"66";"0";"0";"0";"0";"0"
"ec03739c836fadc8";"UFC 284: Makhachev vs. Volkanovski";"2023-02-11 00:00:00";"Perth, Western Australia, Australia";"70e1f8a821b72c8b";"Jimmy";"Crute";"a495f599e787614f";"Alonzo";"Menifield";"draw";"Light Heavyweight";"majorityDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"0990ac7065412e76";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"f53c1f4ceeed8c08";"Dustin";"Ortiz";"a0f0004aadf10b71";"Alexandre";"Pantoja";"win";"Flyweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"1b0fa021b1158121";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"be0b310a12eb80b4";"Enrique";"Barzola";"0b8d512c79b4baf3";"Matt";"Bessette";"win";"Featherweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"50385add37239184";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"1291edf2d566a71a";"Julio";"Arce";"82a5152216251682";"Dan";"Ige";"win";"Featherweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"5cf56c22cbc24758";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"fcd448a2fe1a23cc";"Gian";"Villante";"b69f24c500d783e7";"Francimar";"Barroso";"win";"Light Heavyweight";"splitDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"5f617d6c19d3a281";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"751de04455cfaac0";"Calvin";"Kattar";"98d961097baaf308";"Shane";"Burgos";"win";"Featherweight";"KO/TKO";"Punch";"3";"32";"632";"0";"1";"0";"0";"0"
"8238f9d2fd961757";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"d28dee5c705991df";"Stipe";"Miocic";"8d03ce87ca14e778";"Francis";"Ngannou";"win";"Heavyweight";"unanimousDecision";NULL;"5";"300";"1500";"1";"0";"0";"0";"0"
"889207e3c622a5aa";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"05339613bf8e9808";"Rob";"Font";"2b074403b7c6cdb4";"Thomas";"Almeida";"win";"Bantamweight";"KO/TKO";"Kick";"2";"144";"444";"0";"0";"0";"0";"0"
"9f96d11017f9c824";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"d967f0128c323de6";"Daniel";"Cormier";"0845c81e37d3bcb3";"Volkan";"Oezdemir";"win";"Light Heavyweight";"KO/TKO";"Punches";"2";"120";"420";"1";"0";"1";"0";"0"
"b9726184624ac076";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"275aca31f61ba28c";"Islam";"Makhachev";"75e5fec9f72910ef";"Gleison";"Tibau";"win";"Lightweight";"KO/TKO";"Punch";"1";"57";"57";"0";"0";"0";"0";"0"
"ea66be2688f542be";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"c5af5750e8bae4f0";"Kyle";"Bochniak";"cc351e408bbb7d43";"Brandon";"Davis";"win";"Featherweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"f91709b071e8295a";"UFC 220: Miocic vs. Ngannou";"2018-01-20 00:00:00";"Boston, Massachusetts, USA";"eae431e70064e046";"Abdul";"Razak Alhassan";"71f048adbfed5b49";"Sabah";"Homasi";"win";"Welterweight";"KO/TKO";"Punch";"1";"227";"227";"0";"0";"1";"0";"0"
"1c0f5152b0bbef05";"UFC 36: Worlds Collide";"2002-03-22 00:00:00";"Las Vegas, Nevada, USA";"8f2d9ee27f206f1f";"Evan";"Tanner";"817e0bdf08efce2e";"Elvis";"Sinosic";"win";"Light Heavyweight";"KO/TKO";NULL;"1";"126";"126";"0";"0";"0";"0";"0"
"38dbb6f2e1456acd";"UFC 36: Worlds Collide";"2002-03-22 00:00:00";"Las Vegas, Nevada, USA";"ad3f53c454cbbead";"Josh";"Barnett";"0aa92558424ced9e";"Randy";"Couture";"win";"Heavyweight";"KO/TKO";"Punches";"2";"275";"575";"1";"0";"0";"0";"0"
"3c2ac653409cf5f2";"UFC 36: Worlds Collide";"2002-03-22 00:00:00";"Las Vegas, Nevada, USA";"0e041d43a47d2e4b";"Matt";"Lindland";"cedfdf8d423d500c";"Pat";"Miletich";"win";"Middleweight";"KO/TKO";"Punches";"1";"189";"189";"0";"0";"0";"0";"0"
"7468f870b08aaccc";"UFC 36: Worlds Collide";"2002-03-22 00:00:00";"Las Vegas, Nevada, USA";"1ff9589f9065a9ed";"Frank";"Mir";"6291ac0a3726732f";"Pete";"Williams";"win";"Heavyweight";"submission";"Other - Lock";"1";"46";"46";"0";"0";"0";"0";"0"
"87f39e0d82349c3b";"UFC 36: Worlds Collide";"2002-03-22 00:00:00";"Las Vegas, Nevada, USA";"029880cdbf5ca089";"Sean";"Sherk";"95eb112a85601a0a";"Jutaro";"Nakao";"win";"Welterweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"e7833d5728f3ebef";"UFC 36: Worlds Collide";"2002-03-22 00:00:00";"Las Vegas, Nevada, USA";"621a6c59f88a44fe";"Matt";"Hughes";"85e26e2468b4e82f";"Hayato";"Sakurai";"win";"Welterweight";"KO/TKO";"Punches";"4";"181";"1081";"1";"0";"0";"0";"0"
"ef83377d584ec055";"UFC 36: Worlds Collide";"2002-03-22 00:00:00";"Las Vegas, Nevada, USA";"86dfed7cc24a9fa7";"Matt";"Serra";"1a225f04aa6e0739";"Kelly";"Dullanty";"win";"Lightweight";"submission";"Triangle Choke";"1";"178";"178";"0";"0";"0";"0";"0"
"efc865fce64b5848";"UFC 36: Worlds Collide";"2002-03-22 00:00:00";"Las Vegas, Nevada, USA";"b44f39a5c6596953";"Pedro";"Rizzo";"3738e68d2261e60f";"Andrei";"Arlovski";"win";"Heavyweight";"KO/TKO";"Punch";"3";"105";"705";"0";"0";"0";"0";"0"
"019b88d4ac875ae4";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"2f95a3c6d58b2aad";"Iuri";"Alcantara";"14aa21bc82cac57d";"Iliarde";"Santos";"win";"Bantamweight";"KO/TKO";"Punch";"1";"151";"151";"0";"0";"0";"0";"0"
"05f8696303709939";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"6a2f7c151031653d";"Rafael";"Dos Anjos";"e5c9de15bb58b1c6";"Evan";"Dunham";"win";"Lightweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"110d18c0953bde1d";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"0ee783aa00e468f0";"Vitor";"Belfort";"00e11b5c8b7bfeeb";"Luke";"Rockhold";"win";"Middleweight";"KO/TKO";"Kick";"1";"152";"152";"0";"0";"0";"1";"0"
"11249454ed5fd71f";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"1fb80f46d3c105d9";"Fabio";"Maldonado";"27d65e9d0fba61ea";"Roger";"Hollett";"win";"Light Heavyweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"4b4c4df2778538d9";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"30a09e43f15f1d75";"Paulo";"Thiago";"e51fcd9cd84c0b93";"Michel";"Prazeres";"win";"Welterweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"59bb17087b12ad35";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"0dba4df5f34d5ff0";"Rafael";"Natal";"be4076c9e8d791e3";"Joao";"Zeferino";"win";"Middleweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"8aff100107d0ba11";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"c268b2cfebccf652";"John";"Lineker";"a1b0715c4fd2dbd3";"Azamat";"Gashimov";"win";"Flyweight";"KO/TKO";"Punch";"2";"67";"367";"0";"0";"0";"0";"0"
"91f33ac24fb39eca";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"a8283a4f415e1eb9";"Francisco";"Trinaldo";"af90b10c785ced3e";"Mike";"Rio";"win";"Lightweight";"submission";"Arm Triangle";"1";"188";"188";"0";"0";"0";"0";"0"
"ac269f99e4e53634";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"7a703c565ccaa18f";"Jacare";"Souza";"6c2030e0a143a94b";"Chris";"Camozzi";"win";"Middleweight";"submission";"Arm Triangle";"1";"217";"217";"0";"0";"0";"0";"1"
"caa56c26127bf7e8";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"b102c26727306ab6";"Jussier";"Formiga";"b2e3aca4cd363477";"Chris";"Cariaso";"win";"Flyweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"cf5f9da861c5e63f";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"6fb1ba67bef41b37";"Nik";"Lentz";"ed209f6618c82e41";"Hacran";"Dias";"win";"Featherweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"eacfc05c3e5ead5e";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"7413b80dbb0f8f9f";"Lucas";"Martins";"c3bd649a9194e50c";"Jeremy";"Larsen";"win";"Lightweight";"KO/TKO";"Punch";"3";"13";"613";"0";"1";"0";"0";"0"
"edc4e54d5258eea8";"UFC on FX: Belfort vs. Rockhold";"2013-05-18 00:00:00";"Jaragua do Sul, Santa Catarina, Brazil";"75e5fec9f72910ef";"Gleison";"Tibau";"03c9994c5b8958ec";"John";"Cholish";"win";"Lightweight";"submission";"Guillotine Choke";"2";"154";"454";"0";"0";"0";"0";"0"
"06fab49a307ff3d2";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"2f13e4020cea5b38";"Raphael";"Assuncao";"5ef0088c1b19beeb";"Bryan";"Caraway";"win";"Bantamweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"17bb1e62772ac5af";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"56c9acc4e86046a2";"Chris";"Kelades";"6e7c758f5cdec01a";"Paddy";"Holohan";"win";"Flyweight";"unanimousDecision";NULL;"3";"300";"900";"0";"1";"0";"0";"0"
"1cad3dc6d7eccdfb";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"6bd02119599741a4";"Pedro";"Munhoz";"12f1b140e248bdb9";"Jerrod";"Sanders";"noContest";"Bantamweight";NULL;"Guillotine Choke";"1";"39";"39";"0";"0";"0";"0";"0"
"20af0f55d226f320";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"c03a5022f8439f2a";"Chad";"Laprise";"3e61082025db8137";"Yosdenis";"Cedeno";"win";"Lightweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"2d13778322a8af82";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"b8592b4a383696cd";"Mitch";"Gagnon";"72c4b253d2f5ebf2";"Roman";"Salazar";"win";"Bantamweight";"submission";"Rear Naked Choke";"1";"126";"126";"0";"0";"0";"0";"0"
"2d1f8ee74824f983";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"55ee431411ccf07a";"Olivier";"Aubin-Mercier";"33e00249ef08d3a4";"Jake";"Lindsey";"win";"Lightweight";"submission";"Inverted Triangle";"2";"202";"502";"0";"0";"1";"0";"0"
"4664432c0d592411";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"ff6a1f63c254127e";"Albert";"Tumenov";"8f0d576beba1cfcd";"Matt";"Dwyer";"win";"Welterweight";"KO/TKO";"Kick";"1";"63";"63";"0";"0";"0";"0";"0"
"4e981b587c1012dd";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"e5010b1b94ca5755";"Paul";"Felder";"4ac1ecf8ce59ef23";"Jason";"Saggo";"win";"Lightweight";"splitDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"5e07077e84fc45cd";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"49858bf46dabf6fb";"Nordine";"Taleb";"e64b96c07d7ce999";"Li";"Jingliang";"win";"Welterweight";"splitDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"64542fe846b9aea9";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"cbd5d3cdd862e90e";"Rory";"MacDonald";"0749d968e932df53";"Tarec";"Saffiedine";"win";"Welterweight";"KO/TKO";"Punch";"3";"88";"688";"0";"0";"1";"0";"0"
"7e25199be406dd7b";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"34f88592c0ab7a54";"Elias";"Theodorou";"da1d8d76404bb6b5";"Bruno";"Santos";"win";"Middleweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"88933cf1edd83034";"UFC Fight Night: MacDonald vs Saffiedine";"2014-10-04 00:00:00";"Halifax, Nova Scotia, Canada";"5f99b2bafb10305f";"Daron";"Cruickshank";"6bf5a7d3e081ade2";"Anthony";"Njokuani";"win";"Lightweight";"unanimousDecision";NULL;"3";"300";"900";"0";"0";"0";"0";"0"
"0a083ab881ef3a5f";"UFC 59: Reality Check";"2006-04-15 00:00:00";"Anaheim, California, USA";"349aaa3da11eb587";"Karo";"Parisyan";"7d3caf0f96f1b33d";"Nick";"Thompson";"win";"Welterweight";"KO/TKO";"Punches";"1";"284";"284";"0";"0";"0";"0";"0"
"12231c1ca2e09011";"UFC 59: Reality Check";"2006-04-15 00:00:00";"Anaheim, California, USA";"31ee470ef5dc8d7f";"Thiago";"Alves";"21321cdfba797c52";"Derrick";"Noble";"win";"Welterweight";"KO/TKO";"Punches";"1";"174";"174";"0";"0";"0";"0";"0"
"3fe41b95899316d5";"UFC 59: Reality Check";"2006-04-15 00:00:00";"Anaheim, California, USA";"5be86bb2f78fef2f";"Jason";"Lambert";"6a92caba39b64752";"Terry";"Martin";"win";"Light Heavyweight";"KO/TKO";"Punches";"2";"157";"457";"0";"0";"0";"0";"0"
"57a7767c4255e034";"UFC 59: Reality Check";"2006-04-15 00:00:00";"Anaheim, California, USA";"2a542ee8a8b83559";"Tim";"Sylvia";"3738e68d2261e60f";"Andrei";"Arlovski";"win";"Heavyweight";"KO/TKO";"Punch";"1";"163";"163";"1";"0";"0";"0";"0"
